"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-MUN-07202","Municipalidad de Chanco","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07202","Chanco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07203","Municipalidad de Pelluhue","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07203","Pelluhue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07301","Municipalidad de Curicó","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07301","Curicó","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07302","Municipalidad de Hualañé","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07302","Hualañé","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07303","Municipalidad de Licantén","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07303","Licantén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07304","Municipalidad de Molina","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07304","Molina","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07305","Municipalidad de Rauco","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07305","Rauco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07306","Municipalidad de Romeral","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07306","Romeral","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07307","Municipalidad de Sagrada Familia","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07307","Sagrada Familia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07308","Municipalidad de Teno","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07308","Teno","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07309","Municipalidad de Vichuquén","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07309","Vichuquén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07401","Municipalidad de Linares","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07401","Linares","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07402","Municipalidad de Colbún","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07402","Colbún","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07403","Municipalidad de Longaví","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07403","Longaví","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07404","Municipalidad de Parral","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07404","Parral","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07405","Municipalidad de Retiro","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07405","Retiro","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07406","Municipalidad de San Javier","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07406","San Javier","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07407","Municipalidad de Villa Alegre","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07407","Villa Alegre","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-07408","Municipalidad de Yerbas Buenas","","Administración territorial","Municipalidad","","Comunal","07","Región del Maule","07408","Yerbas Buenas","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08101","Municipalidad de Concepción","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08101","Concepción","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08102","Municipalidad de Coronel","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08102","Coronel","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08103","Municipalidad de Chiguayante","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08103","Chiguayante","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08104","Municipalidad de Florida","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08104","Florida","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08105","Municipalidad de Hualqui","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08105","Hualqui","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08106","Municipalidad de Lota","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08106","Lota","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08107","Municipalidad de Penco","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08107","Penco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08108","Municipalidad de San Pedro de la Paz","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08108","San Pedro de la Paz","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08109","Municipalidad de Santa Juana","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08109","Santa Juana","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08110","Municipalidad de Talcahuano","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08110","Talcahuano","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08111","Municipalidad de Tomé","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08111","Tomé","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08112","Municipalidad de Hualpén","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08112","Hualpén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08201","Municipalidad de Lebu","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08201","Lebu","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08202","Municipalidad de Arauco","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08202","Arauco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08203","Municipalidad de Cañete","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08203","Cañete","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08204","Municipalidad de Contulmo","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08204","Contulmo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-08205","Municipalidad de Curanilahue","","Administración territorial","Municipalidad","","Comunal","08","Región del Biobío","08205","Curanilahue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
